date,product_id,store_id,quantity,revenue
2025-07-30,P135,S07,14,1525.44
2025-07-30,P135,S09,9,980.64
2025-07-30,P136,S05,12,861.72
2025-07-30,P136,S09,16,1148.96
2025-07-30,P136,S10,10,718.1
2025-07-30,P137,S01,10,1519.9
2025-07-30,P137,S03,28,4255.72
2025-07-30,P137,S07,19,2887.81
2025-07-30,P137,S10,11,1671.89
2025-07-30,P138,S06,5,481.4
2025-07-30,P138,S07,7,673.96
2025-07-30,P138,S08,11,1059.08
2025-07-30,P138,S09,17,1636.76
2025-07-30,P139,S01,19,1073.88
2025-07-30,P139,S04,10,565.2
2025-07-30,P139,S08,19,1073.88
2025-07-30,P140,S02,8,447.04
2025-07-30,P140,S03,15,838.2
2025-07-30,P140,S06,10,558.8
2025-07-30,P140,S07,26,1452.88
2025-07-30,P140,S09,25,1397.0
2025-07-30,P141,S07,29,3604.41
2025-07-30,P141,S08,7,870.03
2025-07-31,P101,S01,42,17154.48
2025-07-31,P101,S02,31,12661.64
2025-07-31,P102,S05,52,19728.8
2025-07-31,P102,S09,62,23522.8
2025-07-31,P103,S01,55,6611.55
2025-07-31,P103,S05,27,3245.67
2025-07-31,P103,S07,49,5890.29
2025-07-31,P104,S01,41,10523.06
2025-07-31,P104,S04,33,8469.78
2025-07-31,P104,S09,27,6929.82
2025-07-31,P105,S05,27,8653.5
2025-07-31,P105,S07,45,14422.5
2025-07-31,P106,S02,29,9944.1
2025-07-31,P106,S08,47,16116.3
2025-07-31,P106,S09,45,15430.5
2025-07-31,P107,S03,23,11188.58
2025-07-31,P107,S04,18,8756.28
2025-07-31,P108,S01,18,2619.9
2025-07-31,P108,S02,23,3347.65
2025-07-31,P108,S07,24,3493.2
2025-07-31,P108,S09,16,2328.8
2025-07-31,P109,S03,41,1797.44
2025-07-31,P109,S05,19,832.96
2025-07-31,P109,S08,49,2148.16
2025-07-31,P110,S03,33,3283.83
2025-07-31,P110,S06,43,4278.93
2025-07-31,P110,S07,29,2885.79
2025-07-31,P110,S09,24,2388.24
2025-07-31,P111,S01,28,2132.2
2025-07-31,P111,S02,38,2893.7
2025-07-31,P111,S03,33,2512.95
2025-07-31,P111,S08,39,2969.85
2025-07-31,P111,S09,19,1446.85
2025-07-31,P111,S10,28,2132.2
2025-07-31,P112,S05,37,3264.14
2025-07-31,P112,S06,42,3705.24
2025-07-31,P112,S09,67,5910.74
2025-07-31,P112,S10,54,4763.88
2025-07-31,P113,S04,31,808.17
2025-07-31,P113,S06,30,782.1
2025-07-31,P113,S09,21,547.47
2025-07-31,P114,S01,37,9443.51
2025-07-31,P114,S05,15,3828.45
2025-07-31,P115,S01,53,17398.31
2025-07-31,P115,S04,30,9848.1
2025-07-31,P115,S05,37,12145.99
2025-07-31,P115,S07,38,12474.26
2025-07-31,P115,S08,42,13787.34
2025-07-31,P116,S02,18,5065.38
2025-07-31,P116,S04,42,11819.22
2025-07-31,P116,S07,26,7316.66
2025-07-31,P117,S01,62,16122.48
2025-07-31,P117,S03,39,10141.56
2025-07-31,P117,S04,44,11441.76
2025-07-31,P117,S07,51,13262.04
2025-07-31,P118,S03,20,2785.2
2025-07-31,P118,S06,39,5431.14
2025-07-31,P118,S07,33,4595.58
2025-07-31,P118,S08,27,3760.02
2025-07-31,P119,S07,23,514.28
2025-07-31,P119,S08,13,290.68
2025-07-31,P120,S01,19,3591.38
2025-07-31,P120,S07,13,2457.26
2025-07-31,P120,S08,36,6804.72
2025-07-31,P122,S03,7,91.21
2025-07-31,P122,S04,10,130.3
2025-07-31,P122,S05,7,91.21
2025-07-31,P122,S09,33,429.99
2025-07-31,P122,S10,18,234.54
2025-07-31,P123,S04,24,3360.0
2025-07-31,P123,S09,7,980.0
2025-07-31,P123,S10,22,3080.0
2025-07-31,P124,S01,35,1161.65
2025-07-31,P124,S04,17,564.23
2025-07-31,P124,S06,21,696.99
2025-07-31,P124,S07,19,630.61
2025-07-31,P124,S09,23,763.37
2025-07-31,P124,S10,34,1128.46
2025-07-31,P125,S05,14,231.42
2025-07-31,P125,S06,23,380.19
2025-07-31,P125,S07,11,181.83
2025-07-31,P125,S08,26,429.78
2025-07-31,P126,S05,31,2613.3
2025-07-31,P127,S05,33,4484.04
2025-07-31,P127,S06,19,2581.72
2025-07-31,P127,S09,30,4076.4
2025-07-31,P128,S01,13,1180.14
2025-07-31,P128,S04,21,1906.38
2025-07-31,P128,S06,24,2178.72
2025-07-31,P129,S01,31,3529.97
2025-07-31,P129,S02,14,1594.18
2025-07-31,P129,S03,17,1935.79
2025-07-31,P129,S05,34,3871.58
2025-07-31,P129,S08,17,1935.79
2025-07-31,P129,S09,13,1480.31
2025-07-31,P130,S03,28,446.6
2025-07-31,P130,S05,27,430.65
2025-07-31,P130,S06,7,111.65
2025-07-31,P130,S08,22,350.9
2025-07-31,P131,S04,27,4246.56
2025-07-31,P131,S06,7,1100.96
2025-07-31,P132,S02,31,2637.48
2025-07-31,P132,S07,7,595.56
2025-07-31,P133,S01,9,1333.62
2025-07-31,P133,S03,12,1778.16
2025-07-31,P133,S05,22,3259.96
2025-07-31,P133,S07,6,889.08
2025-07-31,P133,S10,27,4000.86
2025-07-31,P134,S02,12,321.72
2025-07-31,P134,S03,23,616.63
2025-07-31,P134,S08,13,348.53
2025-07-31,P134,S09,9,241.29
2025-07-31,P134,S10,11,294.91
2025-07-31,P135,S04,7,762.72
2025-07-31,P135,S07,20,2179.2
2025-07-31,P136,S05,28,2010.68
2025-07-31,P137,S01,5,759.95
2025-07-31,P137,S02,22,3343.78
2025-07-31,P137,S05,27,4103.73
2025-07-31,P137,S09,38,5775.62
2025-07-31,P138,S01,16,1540.48
2025-07-31,P138,S02,11,1059.08
2025-07-31,P138,S10,27,2599.56
2025-07-31,P139,S07,24,1356.48
2025-07-31,P139,S08,22,1243.44
2025-07-31,P139,S10,28,1582.56
2025-07-31,P140,S01,14,782.32
2025-07-31,P140,S02,26,1452.88
2025-07-31,P140,S03,25,1397.0
2025-07-31,P140,S07,18,1005.84
2025-07-31,P140,S08,19,1061.72
2025-07-31,P140,S10,28,1564.64
2025-07-31,P141,S01,5,621.45
2025-07-31,P141,S06,22,2734.38
2025-07-31,P141,S07,6,745.74
2025-08-01,P101,S05,21,8577.24
2025-08-01,P101,S06,52,21238.88
2025-08-01,P101,S07,24,9802.56
2025-08-01,P102,S01,33,12520.2
2025-08-01,P102,S03,62,23522.8
2025-08-01,P102,S09,18,6829.2
2025-08-01,P103,S01,60,7212.6
2025-08-01,P103,S02,45,5409.45
2025-08-01,P103,S04,57,6851.97
2025-08-01,P104,S01,63,16169.58
2025-08-01,P104,S03,43,11036.38
2025-08-01,P104,S05,60,15399.6
2025-08-01,P104,S06,55,14116.3
2025-08-01,P105,S10,18,5769.0
2025-08-01,P106,S07,17,5829.3
2025-08-01,P106,S08,30,10287.0
2025-08-01,P107,S05,18,8756.28
2025-08-01,P108,S04,11,1601.05
2025-08-01,P108,S07,27,3929.85
2025-08-01,P108,S10,20,2911.0
2025-08-01,P109,S01,38,1665.92
2025-08-01,P109,S06,28,1227.52
2025-08-01,P109,S07,38,1665.92
2025-08-01,P109,S10,36,1578.24
2025-08-01,P110,S05,57,5672.07
2025-08-01,P110,S09,30,2985.3
2025-08-01,P111,S04,44,3350.6
2025-08-01,P111,S08,43,3274.45
2025-08-01,P111,S10,60,4569.0
2025-08-01,P112,S01,17,1499.74
2025-08-01,P112,S05,37,3264.14
2025-08-01,P112,S08,45,3969.9
2025-08-01,P113,S03,27,703.89
2025-08-01,P113,S05,17,443.19
2025-08-01,P113,S07,27,703.89
2025-08-01,P113,S09,30,782.1
2025-08-01,P114,S01,51,13016.73
2025-08-01,P115,S02,54,17726.58
2025-08-01,P115,S03,39,12802.53
2025-08-01,P115,S05,43,14115.61
2025-08-01,P115,S10,28,9191.56
2025-08-01,P116,S07,38,10693.58
2025-08-01,P117,S01,27,7021.08
2025-08-01,P117,S03,59,15342.36
2025-08-01,P118,S03,29,4038.54
2025-08-01,P119,S01,17,380.12
2025-08-01,P119,S07,44,983.84
2025-08-01,P120,S01,23,4347.46
2025-08-01,P120,S02,15,2835.3
2025-08-01,P120,S03,17,3213.34
2025-08-01,P120,S10,24,4536.48
2025-08-01,P121,S03,13,2126.8
2025-08-01,P121,S05,29,4744.4
2025-08-01,P121,S08,11,1799.6
2025-08-01,P121,S10,22,3599.2
2025-08-01,P122,S09,26,338.78
2025-08-01,P122,S10,13,169.39
2025-08-01,P123,S04,15,2100.0
2025-08-01,P123,S05,13,1820.0
2025-08-01,P123,S06,15,2100.0
2025-08-01,P123,S07,14,1960.0
2025-08-01,P124,S01,18,597.42
2025-08-01,P124,S03,13,431.47
2025-08-01,P125,S07,18,297.54
2025-08-01,P126,S05,14,1180.2
2025-08-01,P126,S09,8,674.4
2025-08-01,P126,S10,4,337.2
2025-08-01,P127,S04,16,2174.08
2025-08-01,P127,S06,7,951.16
2025-08-01,P127,S09,4,543.52
2025-08-01,P128,S01,26,2360.28
2025-08-01,P128,S03,8,726.24
2025-08-01,P128,S07,34,3086.52
2025-08-01,P128,S08,31,2814.18
2025-08-01,P129,S03,16,1821.92
2025-08-01,P129,S04,13,1480.31
2025-08-01,P129,S08,6,683.22
2025-08-01,P130,S01,30,478.5
2025-08-01,P130,S04,23,366.85
2025-08-01,P130,S09,24,382.8
2025-08-01,P131,S01,7,1100.96
2025-08-01,P131,S04,21,3302.88
2025-08-01,P131,S09,21,3302.88
2025-08-01,P132,S03,11,935.88
2025-08-01,P132,S04,29,2467.32
2025-08-01,P132,S05,17,1446.36
2025-08-01,P132,S06,21,1786.68
2025-08-01,P132,S08,16,1361.28
2025-08-01,P132,S10,17,1446.36
2025-08-01,P133,S02,26,3852.68
2025-08-01,P133,S04,15,2222.7
2025-08-01,P134,S04,18,482.58
2025-08-01,P134,S06,19,509.39
2025-08-01,P134,S08,20,536.2
2025-08-01,P135,S03,25,2724.0
2025-08-01,P135,S04,5,544.8
2025-08-01,P135,S10,12,1307.52
2025-08-01,P136,S01,11,789.91
2025-08-01,P136,S09,18,1292.58
2025-08-01,P137,S03,12,1823.88
2025-08-01,P137,S04,6,911.94
2025-08-01,P137,S05,15,2279.85
2025-08-01,P137,S07,19,2887.81
2025-08-01,P137,S09,24,3647.76
2025-08-01,P138,S01,7,673.96
2025-08-01,P138,S06,15,1444.2
2025-08-01,P138,S10,5,481.4
2025-08-01,P139,S01,13,734.76
2025-08-01,P139,S02,13,734.76
2025-08-01,P139,S05,12,678.24
2025-08-01,P139,S06,21,1186.92
2025-08-01,P140,S01,27,1508.76
2025-08-01,P140,S04,13,726.44
2025-08-01,P140,S07,17,949.96
2025-08-01,P141,S03,7,870.03
2025-08-01,P141,S04,27,3355.83
2025-08-01,P141,S06,30,3728.7
2025-08-01,P141,S07,23,2858.67
2025-08-01,P141,S08,16,1988.64
2025-08-01,P141,S09,34,4225.86
2025-08-02,P101,S05,62,25323.28
2025-08-02,P101,S07,54,22055.76
2025-08-02,P101,S08,31,12661.64
2025-08-02,P102,S01,87,33007.8
2025-08-02,P102,S03,63,23902.2
2025-08-02,P102,S05,28,10623.2
2025-08-02,P102,S09,71,26937.4
2025-08-02,P103,S03,46,5529.66
2025-08-02,P104,S01,73,18736.18
2025-08-02,P104,S05,60,15399.6
2025-08-02,P104,S06,43,11036.38
2025-08-02,P104,S08,52,13346.32
2025-08-02,P104,S09,84,21559.44
2025-08-02,P105,S06,45,14422.5
2025-08-02,P105,S07,13,4166.5
2025-08-02,P106,S01,33,11315.7
2025-08-02,P107,S04,48,23350.08
2025-08-02,P107,S05,17,8269.82
2025-08-02,P108,S06,35,5094.25
2025-08-02,P108,S08,24,3493.2
2025-08-02,P108,S09,39,5676.45
2025-08-02,P109,S04,24,1052.16
2025-08-02,P110,S01,80,7960.8
2025-08-02,P110,S03,48,4776.48
2025-08-02,P110,S08,34,3383.34
2025-08-02,P111,S01,61,4645.15
2025-08-02,P111,S05,86,6548.9
2025-08-02,P111,S08,54,4112.1
2025-08-02,P112,S01,27,2381.94
2025-08-02,P112,S05,47,4146.34
2025-08-02,P112,S06,88,7763.36
2025-08-02,P112,S10,25,2205.5
2025-08-02,P113,S02,73,1903.11
2025-08-02,P113,S05,73,1903.11
2025-08-02,P113,S06,38,990.66
2025-08-02,P115,S03,40,13130.8
2025-08-02,P116,S02,35,9849.35
2025-08-02,P116,S04,28,7879.48
2025-08-02,P116,S08,50,14070.5
2025-08-02,P116,S09,37,10412.17
2025-08-02,P116,S10,26,7316.66
2025-08-02,P117,S01,51,13262.04
2025-08-02,P117,S04,69,17942.76
2025-08-02,P117,S05,44,11441.76
2025-08-02,P118,S02,22,3063.72
2025-08-02,P119,S02,27,603.72
2025-08-02,P119,S03,16,357.76
2025-08-02,P119,S05,27,603.72
2025-08-02,P119,S07,33,737.88
2025-08-02,P119,S08,14,313.04
2025-08-02,P120,S04,47,8883.94
2025-08-02,P120,S08,35,6615.7
2025-08-02,P120,S10,12,2268.24
2025-08-02,P121,S01,33,5398.8
2025-08-02,P121,S02,18,2944.8
2025-08-02,P121,S10,29,4744.4
2025-08-02,P123,S04,16,2240.0
2025-08-02,P123,S07,7,980.0
2025-08-02,P123,S10,17,2380.0
2025-08-02,P124,S04,37,1228.03
2025-08-02,P124,S06,15,497.85
2025-08-02,P124,S10,7,232.33
2025-08-02,P125,S01,8,132.24
2025-08-02,P125,S03,27,446.31
2025-08-02,P125,S10,35,578.55
2025-08-02,P126,S04,25,2107.5
2025-08-02,P126,S09,9,758.7
2025-08-02,P127,S01,39,5299.32
2025-08-02,P127,S04,22,2989.36
2025-08-02,P128,S02,13,1180.14
2025-08-02,P128,S05,47,4266.66
2025-08-02,P128,S09,24,2178.72
2025-08-02,P129,S01,44,5010.28
2025-08-02,P129,S02,27,3074.49
2025-08-02,P129,S07,15,1708.05
2025-08-02,P130,S09,12,191.4
2025-08-02,P131,S03,34,5347.52
2025-08-02,P131,S07,24,3774.72
2025-08-02,P131,S10,14,2201.92
2025-08-02,P132,S02,17,1446.36
2025-08-02,P132,S03,43,3658.44
2025-08-02,P132,S05,7,595.56
2025-08-02,P132,S08,35,2977.8
2025-08-02,P133,S03,16,2370.88
2025-08-02,P133,S06,13,1926.34
2025-08-02,P133,S09,38,5630.84
2025-08-02,P133,S10,9,1333.62
2025-08-02,P134,S03,8,214.48
2025-08-02,P134,S04,12,321.72
2025-08-02,P135,S01,35,3813.6
2025-08-02,P135,S05,35,3813.6
2025-08-02,P135,S09,24,2615.04
2025-08-02,P136,S05,27,1938.87
2025-08-02,P136,S07,11,789.91
2025-08-02,P136,S08,27,1938.87
2025-08-02,P136,S09,16,1148.96
2025-08-02,P136,S10,21,1508.01
2025-08-02,P137,S02,16,2431.84
2025-08-02,P137,S04,15,2279.85
2025-08-02,P138,S03,28,2695.84
2025-08-02,P138,S07,13,1251.64
2025-08-02,P139,S03,11,621.72
2025-08-02,P139,S05,23,1299.96
2025-08-02,P139,S09,17,960.84
2025-08-02,P139,S10,29,1639.08
2025-08-02,P140,S03,27,1508.76
2025-08-02,P140,S05,30,1676.4
2025-08-02,P140,S06,11,614.68
2025-08-02,P141,S02,30,3728.7
2025-08-02,P141,S04,10,1242.9
2025-08-02,P141,S05,23,2858.67
2025-08-02,P141,S08,9,1118.61
2025-08-03,P101,S03,64,26140.16
2025-08-03,P102,S01,31,11761.4
2025-08-03,P102,S03,28,10623.2
2025-08-03,P102,S04,66,25040.4
2025-08-03,P102,S07,45,17073.0
2025-08-03,P102,S10,85,32249.0
2025-08-03,P103,S05,32,3846.72
2025-08-03,P103,S09,95,11419.95
2025-08-03,P104,S04,37,9496.42
2025-08-03,P104,S05,35,8983.1
2025-08-03,P104,S08,73,18736.18
2025-08-03,P105,S01,33,10576.5
2025-08-03,P105,S02,38,12179.0
2025-08-03,P105,S04,13,4166.5
2025-08-03,P105,S07,51,16345.5
2025-08-03,P105,S08,36,11538.0
2025-08-03,P105,S09,28,8974.0
2025-08-03,P106,S03,18,6172.2
2025-08-03,P106,S04,18,6172.2
2025-08-03,P106,S08,41,14058.9
2025-08-03,P107,S04,31,15080.26
2025-08-03,P107,S05,48,23350.08
2025-08-03,P107,S06,54,26268.84
2025-08-03,P108,S02,35,5094.25
2025-08-03,P108,S03,41,5967.55
2025-08-03,P108,S04,40,5822.0
2025-08-03,P108,S06,12,1746.6
2025-08-03,P108,S08,31,4512.05
2025-08-03,P109,S02,34,1490.56
2025-08-03,P109,S05,38,1665.92
2025-08-03,P109,S08,60,2630.4
2025-08-03,P110,S06,50,4975.5
2025-08-03,P110,S08,44,4378.44
2025-08-03,P110,S09,43,4278.93
2025-08-03,P110,S10,22,2189.22
2025-08-03,P111,S02,79,6015.85
2025-08-03,P111,S07,54,4112.1
2025-08-03,P112,S04,46,4058.12
2025-08-03,P112,S07,22,1940.84
2025-08-03,P113,S07,73,1903.11
2025-08-03,P113,S08,34,886.38
2025-08-03,P113,S09,46,1199.22
2025-08-03,P114,S02,64,16334.72
2025-08-03,P114,S05,29,7401.67
2025-08-03,P114,S07,69,17610.87
2025-08-03,P115,S04,56,18383.12
2025-08-03,P116,S01,61,17166.01
2025-08-03,P116,S02,69,19417.29
2025-08-03,P116,S04,42,11819.22
2025-08-03,P116,S05,72,20261.52
2025-08-03,P116,S06,53,14914.73
2025-08-03,P117,S07,55,14302.2
2025-08-03,P118,S08,49,6823.74
2025-08-03,P118,S10,32,4456.32
2025-08-03,P119,S04,48,1073.28
2025-08-03,P119,S07,36,804.96
2025-08-03,P119,S09,45,1006.2
2025-08-03,P120,S01,37,6993.74
2025-08-03,P120,S03,51,9640.02
2025-08-03,P120,S05,38,7182.76
2025-08-03,P120,S08,28,5292.56
2025-08-03,P120,S10,22,4158.44
2025-08-03,P121,S05,37,6053.2
2025-08-03,P121,S09,34,5562.4
2025-08-03,P122,S03,23,299.69
2025-08-03,P122,S04,13,169.39
2025-08-03,P122,S07,18,234.54
2025-08-03,P122,S09,22,286.66
2025-08-03,P123,S04,13,1820.0
2025-08-03,P123,S05,17,2380.0
2025-08-03,P123,S08,11,1540.0
2025-08-03,P123,S09,10,1400.0
2025-08-03,P124,S02,8,265.52
2025-08-03,P124,S03,32,1062.08
2025-08-03,P124,S06,31,1028.89
2025-08-03,P124,S08,14,464.66
2025-08-03,P125,S01,28,462.84
2025-08-03,P125,S04,21,347.13
2025-08-03,P125,S09,36,595.08
2025-08-03,P125,S10,6,99.18
2025-08-03,P126,S01,38,3203.4
2025-08-03,P126,S03,23,1938.9
2025-08-03,P126,S04,27,2276.1
2025-08-03,P126,S06,22,1854.6
2025-08-03,P126,S07,40,3372.0
2025-08-03,P126,S08,12,1011.6
2025-08-03,P126,S09,10,843.0
2025-08-03,P127,S04,45,6114.6
2025-08-03,P127,S09,30,4076.4
2025-08-03,P128,S02,23,2087.94
2025-08-03,P128,S05,22,1997.16
2025-08-03,P128,S10,28,2541.84
2025-08-03,P129,S04,29,3302.23
2025-08-03,P129,S06,16,1821.92
2025-08-03,P129,S07,28,3188.36
2025-08-03,P129,S08,29,3302.23
2025-08-03,P129,S10,9,1024.83
2025-08-03,P130,S01,13,207.35
2025-08-03,P130,S05,14,223.3
2025-08-03,P130,S06,23,366.85
2025-08-03,P131,S09,19,2988.32
2025-08-03,P132,S01,38,3233.04
2025-08-03,P132,S07,22,1871.76
2025-08-03,P132,S09,8,680.64
2025-08-03,P132,S10,34,2892.72
2025-08-03,P133,S02,6,889.08
2025-08-03,P133,S03,29,4297.22
2025-08-03,P133,S05,13,1926.34
2025-08-03,P133,S07,7,1037.26
2025-08-03,P133,S08,17,2519.06
2025-08-03,P134,S06,21,563.01
2025-08-03,P134,S10,20,536.2
2025-08-03,P135,S02,23,2506.08
2025-08-03,P135,S05,21,2288.16
2025-08-03,P135,S06,23,2506.08
2025-08-03,P136,S01,7,502.67
2025-08-03,P136,S10,42,3016.02
2025-08-03,P137,S02,22,3343.78
2025-08-03,P137,S04,10,1519.9
2025-08-03,P137,S08,20,3039.8
2025-08-03,P138,S05,16,1540.48
2025-08-03,P138,S06,18,1733.04
2025-08-03,P138,S10,14,1347.92
2025-08-03,P139,S02,37,2091.24
2025-08-03,P139,S04,32,1808.64
2025-08-03,P139,S09,30,1695.6
2025-08-03,P140,S01,15,838.2
2025-08-03,P140,S10,24,1341.12
2025-08-03,P141,S01,11,1367.19
2025-08-03,P141,S02,12,1491.48
2025-08-03,P141,S05,10,1242.9
2025-08-03,P141,S10,24,2982.96
2025-08-04,P101,S04,30,12253.2
2025-08-04,P101,S05,37,15112.28
2025-08-04,P101,S10,26,10619.44
2025-08-04,P102,S03,21,7967.4
2025-08-04,P102,S05,30,11382.0
2025-08-04,P103,S05,31,3726.51
2025-08-04,P103,S06,53,6371.13
2025-08-04,P104,S01,20,5133.2
2025-08-04,P104,S02,19,4876.54
2025-08-04,P104,S07,23,5903.18
2025-08-04,P104,S10,57,14629.62
2025-08-04,P106,S01,35,12001.5
2025-08-04,P106,S05,51,17487.9
2025-08-04,P106,S10,26,8915.4
2025-08-04,P107,S04,27,13134.42
2025-08-04,P107,S07,15,7296.9
2025-08-04,P107,S09,30,14593.8
2025-08-04,P108,S02,12,1746.6
2025-08-04,P109,S01,37,1622.08
2025-08-04,P109,S06,20,876.8
2025-08-04,P109,S07,54,2367.36
2025-08-04,P109,S10,67,2937.28
2025-08-04,P110,S01,43,4278.93
2025-08-04,P110,S04,60,5970.6
2025-08-04,P110,S08,24,2388.24
2025-08-04,P111,S03,26,1979.9
2025-08-04,P111,S04,28,2132.2
2025-08-04,P111,S05,19,1446.85
2025-08-04,P111,S06,68,5178.2
2025-08-04,P111,S09,46,3502.9
2025-08-04,P111,S10,22,1675.3
2025-08-04,P112,S01,37,3264.14
2025-08-04,P112,S02,33,2911.26
2025-08-04,P112,S03,41,3617.02
2025-08-04,P112,S04,23,2029.06
2025-08-04,P112,S08,43,3793.46
2025-08-04,P112,S09,38,3352.36
2025-08-04,P113,S01,33,860.31
2025-08-04,P113,S03,35,912.45
2025-08-04,P114,S05,45,11485.35
2025-08-04,P115,S05,35,11489.45
2025-08-04,P115,S06,44,14443.88
2025-08-04,P115,S09,38,12474.26
2025-08-04,P116,S01,34,9567.94
2025-08-04,P116,S02,23,6472.43
2025-08-04,P116,S04,73,20542.93
2025-08-04,P116,S06,41,11537.81
2025-08-04,P116,S08,51,14351.91
2025-08-04,P116,S10,39,10974.99
2025-08-04,P117,S01,46,11961.84
2025-08-04,P117,S02,24,6240.96
2025-08-04,P117,S06,34,8841.36
2025-08-04,P117,S07,49,12741.96
2025-08-04,P117,S08,26,6761.04
2025-08-04,P117,S09,55,14302.2
2025-08-04,P118,S02,23,3202.98
2025-08-04,P118,S08,8,1114.08
2025-08-04,P119,S05,11,245.96
2025-08-04,P119,S08,10,223.6
2025-08-04,P119,S09,13,290.68
2025-08-04,P119,S10,24,536.64
2025-08-04,P120,S01,25,4725.5
2025-08-04,P120,S04,27,5103.54
2025-08-04,P120,S09,12,2268.24
2025-08-04,P121,S02,14,2290.4
2025-08-04,P121,S06,31,5071.6
2025-08-04,P122,S02,15,195.45
2025-08-04,P122,S03,25,325.75
2025-08-04,P122,S08,13,169.39
2025-08-04,P123,S02,17,2380.0
2025-08-04,P123,S03,5,700.0
2025-08-04,P123,S05,28,3920.0
2025-08-04,P123,S07,18,2520.0
2025-08-04,P124,S04,4,132.76
2025-08-04,P125,S03,7,115.71
2025-08-04,P125,S07,23,380.19
2025-08-04,P125,S08,15,247.95
2025-08-04,P126,S01,8,674.4
2025-08-04,P127,S03,30,4076.4
2025-08-04,P127,S04,19,2581.72
2025-08-04,P127,S05,24,3261.12
2025-08-04,P127,S06,22,2989.36
2025-08-04,P127,S07,21,2853.48
